Interaction_id_system;Interaction_date;User_id_system;Product_id;TypeInt_id;Event;Location;Quantity;Product_rating
I2342;1/20/2026 08:24;U084;P067;TipInt004;Holiday Sale;New York, USA;6;1.6
I2343;1/02/2026 04:58;U031;P019;TipInt004;Regular Day;Berlin, Germany;8;1.4
I2344;10/03/2025 05:42;U087;P030;TipInt006;Black Friday;London, UK;3;1.8
I2345;12/09/2025 20:54;U065;P085;TipInt003;Black Friday;Paris, France;10;2.1
I2346;11/22/2025 01:53;U002;P068;TipInt002;Holiday Sale;Sydney, Australia;9;3.6
I2347;10/26/2025 04:02;U066;P039;TipInt001;Regular Day;Sydney, Australia;-;2.4
I2348;1/02/2026 05:24;U061;P037;TipInt002;Regular Day;New York, USA;8;2.5
I2349;11/13/2025 18:26;U051;P002;TipInt005;Holiday Sale;London, UK;10;4.9
I2350;1/03/2026 08:20;U052;P063;TipInt004;Regular Day;Berlin, Germany;7;1.4
I2351;11/27/2025 15:31;U084;P037;TipInt003;Regular Day;London, UK;2;1.8
I2352;10/14/2025 22:06;U129;P027;TipInt006;Regular Day;London, UK;4;4.4
I2353;1/22/2026 13:22;U092;P062;TipInt001;Black Friday;Toronto, Canada;3;4.2
I2354;11/26/2025 00:47;U006;P012;TipInt001;Cyber Monday;Sydney, Australia;4;4
I2355;11/23/2025 11:46;U134;P085;TipInt003;Regular Day;London, UK;6;2.8
I2356;12/28/2025 17:52;U018;P021;TipInt004;Holiday Sale;New York, USA;2;2.9
I2357;1/02/2026 18:44;U087;P047;TipInt004;Cyber Monday;Toronto, Canada;6;3.8
I2358;1/24/2026 03:21;U127;P061;TipInt001;Black Friday;Paris, France;2;2.7
I2359;1/31/2026 09:46;U120;P004;TipInt002;Spring Sale;Berlin, Germany;8;2.9
I2360;12/21/2025 05:50;U134;P094;TipInt001;Cyber Monday;Toronto, Canada;2;2.3
I2361;10/15/2025 11:14;U130;P061;TipInt001;Holiday Sale;Sydney, Australia;1;3.3
I2362;11/27/2025 20:02;U072;P070;TipInt002;Regular Day;London, UK;3;3.9
I2363;12/07/2025 16:52;U132;P095;TipInt004;Cyber Monday;Paris, France;1;1.3
I2364;11/12/2025 06:10;U021;P088;TipInt006;Regular Day;Toronto, Canada;10;4.6
I2365;12/07/2025 15:41;U084;P054;TipInt001;Holiday Sale;London, UK;5;4.3
I2366;12/21/2025 08:37;U074;P008;TipInt004;Spring Sale;Berlin, Germany;10;2.4
I2367;10/27/2025 08:42;U020;P044;TipInt002;Regular Day;Paris, France;3;4.7
I2368;12/20/2025 20:16;U081;P021;TipInt001;Black Friday;Berlin, Germany;1;3.6
I2369;12/07/2025 08:54;U071;P082;TipInt005;Regular Day;London, UK;7;3.9
I2370;12/29/2025 07:06;U100;P083;TipInt005;Cyber Monday;Berlin, Germany;6;4.9
I2371;10/10/2025 18:12;U005;P051;TipInt006;Regular Day;Toronto, Canada;2;4.2
I2372;10/08/2025 03:10;U074;P038;TipInt001;Spring Sale;Toronto, Canada;3;3.5
I2373;11/15/2025 00:44;U072;P082;TipInt006;Regular Day;New York, USA;8;5
I2374;12/21/2025 04:56;U063;P001;TipInt001;Black Friday;Sydney, Australia;9;4.4
I2375;11/12/2025 14:51;U002;P032;TipInt004;Black Friday;Sydney, Australia;10;4.9
I2376;12/29/2025 17:17;U017;P073;TipInt005;Spring Sale;London, UK;6;2.2
I2377;10/27/2025 14:21;U102;P043;TipInt003;Spring Sale;Berlin, Germany;1;1
I2378;12/05/2025 21:33;U071;P060;TipInt001;Spring Sale;New York, USA;6;4.6
I2379;1/28/2026 11:49;U004;P019;TipInt002;Spring Sale;New York, USA;9;2.6
I2380;12/19/2025 04:33;U118;P097;TipInt006;Spring Sale;New York, USA;9;3.8
I2381;11/16/2025 14:59;U012;P066;TipInt001;Holiday Sale;Sydney, Australia;9;4.6
I2382;11/05/2025 00:01;U023;P068;TipInt004;Regular Day;Paris, France;4;3
I2383;10/13/2025 14:48;U021;P065;TipInt001;Spring Sale;Berlin, Germany;6;3.5
I2384;1/24/2026 14:43;U150;P098;TipInt002;Holiday Sale;New York, USA;10;3.2
I2385;11/23/2025 01:11;U032;P069;TipInt006;Holiday Sale;Sydney, Australia;10;2.1
I2386;1/09/2026 21:25;U031;P090;TipInt005;Holiday Sale;Berlin, Germany;9;2.8
I2387;10/13/2025 15:20;U021;P013;TipInt006;Holiday Sale;Paris, France;2;2.4
I2388;12/04/2025 08:53;U107;P021;TipInt004;Regular Day;New York, USA;9;4.9
I2389;11/04/2025 03:34;U122;P002;TipInt003;Cyber Monday;New York, USA;2;3.3
I2390;10/09/2025 04:31;U002;P043;TipInt001;Cyber Monday;Berlin, Germany;7;2.4
I2391;11/18/2025 02:17;U030;P091;TipInt005;Regular Day;London, UK;1;2.6
I2392;10/24/2025 15:40;U044;P083;TipInt003;Holiday Sale;Toronto, Canada;3;3.8
I2393;1/18/2026 02:53;U043;P068;TipInt001;Spring Sale;Berlin, Germany;7;4
I2394;10/24/2025 18:49;U131;P093;TipInt006;Spring Sale;Berlin, Germany;8;1.1
I2395;11/18/2025 11:22;U042;P073;TipInt006;Black Friday;Berlin, Germany;8;1.3
I2396;1/22/2026 11:05;U113;P018;TipInt001;Black Friday;Toronto, Canada;3;3.3
I2397;1/02/2026 22:58;U032;P063;TipInt001;Black Friday;Paris, France;-;4.3
I2398;10/11/2025 06:37;U031;P053;TipInt004;Cyber Monday;New York, USA;10;1.6
I2399;10/18/2025 01:59;U120;P062;TipInt001;Spring Sale;Toronto, Canada;9;1.8
I2400;1/07/2026 08:27;U139;P034;TipInt001;Regular Day;New York, USA;4;1.9
I2401;12/08/2025 00:16;U052;P005;TipInt004;Regular Day;Paris, France;10;1.6
I2402;1/09/2026 09:03;U035;P004;TipInt003;Holiday Sale;Sydney, Australia;9;4.1
I2403;1/20/2026 15:30;U055;P009;TipInt003;Spring Sale;London, UK;10;4.8
I2404;12/22/2025 04:55;U134;P074;TipInt004;Cyber Monday;Paris, France;3;2.2
I2405;10/17/2025 09:59;U068;P038;TipInt005;Regular Day;Paris, France;3;1.9
I2406;11/12/2025 19:59;U032;P024;TipInt001;Regular Day;New York, USA;10;1.6
I2407;10/31/2025 20:37;U068;P004;TipInt005;Cyber Monday;Toronto, Canada;10;4.8
I2408;10/02/2025 03:32;U005;P076;TipInt005;Spring Sale;Paris, France;1;2.8
I2409;12/13/2025 04:43;U002;P088;TipInt005;Black Friday;Sydney, Australia;4;3.1
I2410;12/01/2025 03:08;U076;P026;TipInt001;Cyber Monday;Paris, France;6;1.5
I2411;10/17/2025 20:22;U148;P035;TipInt003;Cyber Monday;New York, USA;3;3.2
I2412;1/30/2026 01:30;U046;P050;TipInt005;Regular Day;Sydney, Australia;7;3.9
I2413;11/25/2025 19:21;U065;P041;TipInt002;Regular Day;New York, USA;-;4.3
I2414;1/02/2026 07:48;U138;P007;TipInt003;Holiday Sale;London, UK;7;4.6
I2415;10/28/2025 23:44;U102;P048;TipInt006;Regular Day;Berlin, Germany;8;3.6
I2416;12/02/2025 18:14;U089;P062;TipInt001;Holiday Sale;Sydney, Australia;-;4.8
I2417;11/27/2025 11:43;U097;P072;TipInt005;Regular Day;Paris, France;10;4.4
I2418;12/23/2025 19:08;U106;P049;TipInt002;Regular Day;Paris, France;8;2.8
I2419;12/02/2025 07:28;U045;P022;TipInt002;Cyber Monday;New York, USA;6;1.6
I2420;1/14/2026 12:20;U083;P082;TipInt001;Holiday Sale;Berlin, Germany;5;2.9
I2421;12/22/2025 00:55;U130;P058;TipInt004;Black Friday;Berlin, Germany;8;1.1
I2422;1/16/2026 16:27;U144;P057;TipInt001;Regular Day;London, UK;-;3.8
I2423;10/12/2025 03:53;U130;P087;TipInt004;Regular Day;Berlin, Germany;6;1.2
I2424;10/11/2025 14:30;U025;P083;TipInt002;Holiday Sale;Paris, France;7;4.5
I2425;12/26/2025 02:39;U078;P075;TipInt001;Regular Day;New York, USA;10;1.1
I2426;11/15/2025 11:28;U115;P040;TipInt001;Cyber Monday;New York, USA;2;4
I2427;1/27/2026 22:43;U011;P077;TipInt006;Holiday Sale;London, UK;-;1.8
I2428;1/23/2026 14:15;U081;P070;TipInt001;Cyber Monday;Toronto, Canada;3;1.9
I2429;1/05/2026 16:25;U042;P087;TipInt002;Holiday Sale;Sydney, Australia;10;2.4
I2430;10/02/2025 22:28;U097;P075;TipInt004;Black Friday;Berlin, Germany;8;1.9
I2431;1/19/2026 13:42;U133;P046;TipInt006;Spring Sale;Toronto, Canada;9;2.4
I2432;10/07/2025 23:20;U108;P039;TipInt003;Spring Sale;Berlin, Germany;2;2.1
I2433;10/13/2025 02:46;U104;P007;TipInt005;Regular Day;Berlin, Germany;6;4.7
I2434;11/07/2025 10:43;U012;P010;TipInt005;Holiday Sale;Berlin, Germany;7;2.8
I2435;10/13/2025 08:35;U068;P054;TipInt006;Regular Day;Sydney, Australia;6;2.9
I2436;11/20/2025 06:22;U106;P013;TipInt001;Black Friday;Toronto, Canada;6;1.6
I2437;11/14/2025 01:07;U058;P060;TipInt001;Holiday Sale;Berlin, Germany;1;1
I2438;1/08/2026 20:29;U147;P021;TipInt003;Regular Day;Paris, France;5;3.2
I2439;11/29/2025 01:34;U150;P028;TipInt006;Holiday Sale;Berlin, Germany;1;1.5
I2440;11/18/2025 12:27;U131;P043;TipInt005;Cyber Monday;Berlin, Germany;5;3.1
I2441;1/30/2026 23:13;U020;P015;TipInt001;Regular Day;Paris, France;4;2.5
I2442;12/30/2025 12:33;U143;P012;TipInt001;Holiday Sale;New York, USA;2;4.8
I2443;12/18/2025 03:02;U078;P003;TipInt001;Black Friday;New York, USA;6;3
I2444;12/09/2025 07:36;U039;P008;TipInt004;Spring Sale;London, UK;8;2.7
I2445;1/08/2026 22:43;U049;P047;TipInt003;Regular Day;New York, USA;3;4.8
I2446;1/21/2026 15:30;U088;P004;TipInt003;Black Friday;Berlin, Germany;-;4.3
I2447;11/25/2025 18:48;U054;P027;TipInt002;Holiday Sale;London, UK;9;4.1
I2448;10/10/2025 07:22;U134;P049;TipInt002;Cyber Monday;Toronto, Canada;1;1.8
I2449;10/27/2025 09:36;U148;P028;TipInt003;Holiday Sale;Berlin, Germany;3;1.8
I2450;1/29/2026 20:38;U133;P029;TipInt006;Black Friday;London, UK;3;3.9
I2451;1/30/2026 21:54;U040;P016;TipInt002;Black Friday;Paris, France;-;3.7
I2452;1/14/2026 13:50;U055;P056;TipInt005;Holiday Sale;Toronto, Canada;7;1.1
I2453;1/05/2026 07:16;U078;P010;TipInt002;Holiday Sale;Sydney, Australia;3;3.3
I2454;12/17/2025 06:21;U035;P066;TipInt005;Holiday Sale;Sydney, Australia;7;1.2
I2455;10/23/2025 12:44;U050;P007;TipInt004;Black Friday;London, UK;4;4.8
I2456;11/02/2025 17:38;U123;P074;TipInt003;Black Friday;London, UK;1;1.1
I2457;10/03/2025 10:06;U030;P025;TipInt005;Holiday Sale;New York, USA;7;3.9
I2458;11/27/2025 21:41;U075;P080;TipInt003;Regular Day;Berlin, Germany;6;4.5
I2459;1/04/2026 00:48;U121;P058;TipInt001;Spring Sale;New York, USA;1;2.4
I2460;12/15/2025 00:57;U015;P042;TipInt004;Black Friday;Berlin, Germany;5;3.1
I2461;10/08/2025 18:45;U100;P016;TipInt002;Holiday Sale;Toronto, Canada;6;2.2
I2462;12/05/2025 03:22;U015;P085;TipInt003;Black Friday;New York, USA;3;2.5
I2463;11/06/2025 02:43;U044;P054;TipInt005;Spring Sale;Toronto, Canada;4;2.9
I2464;1/22/2026 22:34;U027;P067;TipInt004;Cyber Monday;New York, USA;4;4.7
I2465;1/29/2026 21:59;U096;P077;TipInt003;Spring Sale;New York, USA;2;1.5
I2466;12/03/2025 09:24;U084;P027;TipInt003;Holiday Sale;Sydney, Australia;7;4.3
I2467;1/11/2026 11:46;U053;P059;TipInt005;Spring Sale;Paris, France;3;3.9
I2468;1/17/2026 22:59;U142;P001;TipInt001;Regular Day;London, UK;10;2
I2469;9/29/2025 04:19;U120;P024;TipInt006;Black Friday;Paris, France;5;2.9
I2470;11/25/2025 16:15;U110;P071;TipInt001;Regular Day;Sydney, Australia;3;3.6
I2471;12/20/2025 03:52;U011;P081;TipInt004;Regular Day;Toronto, Canada;4;4.8
I2472;1/06/2026 07:28;U109;P054;TipInt002;Spring Sale;London, UK;8;3.5
I2473;12/03/2025 03:04;U045;P019;TipInt004;Spring Sale;Toronto, Canada;1;3.8
I2474;12/22/2025 17:11;U046;P016;TipInt001;Regular Day;Toronto, Canada;3;2.6
I2475;1/09/2026 13:20;U075;P040;TipInt004;Black Friday;Toronto, Canada;7;4.2
I2476;11/21/2025 13:55;U103;P003;TipInt002;Cyber Monday;Toronto, Canada;7;1
I2477;10/25/2025 15:23;U129;P022;TipInt003;Spring Sale;Toronto, Canada;3;2.6
I2478;10/14/2025 16:27;U031;P022;TipInt002;Spring Sale;Toronto, Canada;4;4.6
I2479;10/26/2025 07:51;U075;P085;TipInt005;Regular Day;Berlin, Germany;2;1.7
I2480;1/31/2026 07:57;U066;P072;TipInt003;Spring Sale;London, UK;5;3.1
I2481;1/13/2026 16:42;U017;P013;TipInt004;Cyber Monday;Berlin, Germany;2;1.3
I2482;10/06/2025 06:31;U132;P077;TipInt002;Cyber Monday;New York, USA;1;3.7
I2483;11/07/2025 08:16;U072;P007;TipInt004;Holiday Sale;Paris, France;1;2.9
I2484;12/28/2025 00:03;U073;P044;TipInt002;Spring Sale;Sydney, Australia;5;3.2
I2485;10/29/2025 19:22;U019;P093;TipInt003;Regular Day;New York, USA;2;4.4
I2486;9/29/2025 10:54;U074;P017;TipInt001;Regular Day;London, UK;10;3.1
I2487;1/20/2026 17:49;U022;P077;TipInt001;Spring Sale;Paris, France;-;2.6
I2488;1/07/2026 21:39;U083;P044;TipInt002;Black Friday;Berlin, Germany;8;4.6
I2489;10/25/2025 23:39;U046;P050;TipInt005;Cyber Monday;London, UK;10;2.4
I2490;11/29/2025 20:34;U069;P051;TipInt003;Regular Day;London, UK;2;3.6
I2491;11/29/2025 08:47;U033;P005;TipInt006;Regular Day;New York, USA;-;4
I2492;11/18/2025 22:45;U020;P035;TipInt002;Black Friday;Paris, France;10;4.9
I2493;12/16/2025 03:40;U109;P009;TipInt006;Regular Day;London, UK;1;2.6
I2494;12/15/2025 02:30;U123;P003;TipInt001;Regular Day;Paris, France;6;2.8
I2495;11/29/2025 15:35;U068;P095;TipInt003;Holiday Sale;London, UK;7;2.2
I2496;11/15/2025 02:20;U120;P044;TipInt004;Spring Sale;Sydney, Australia;5;1.7
I2497;11/05/2025 08:27;U010;P012;TipInt004;Cyber Monday;New York, USA;7;4
I2498;11/02/2025 21:00;U095;P091;TipInt004;Cyber Monday;Toronto, Canada;7;3.4
I2499;11/29/2025 09:18;U143;P007;TipInt004;Black Friday;Paris, France;3;1.5
I2500;1/24/2026 01:05;U121;P017;TipInt002;Black Friday;Paris, France;2;4
I2501;12/08/2025 22:12;U052;P009;TipInt002;Holiday Sale;Sydney, Australia;7;2.1
I2502;11/19/2025 18:04;U060;P071;TipInt004;Spring Sale;London, UK;6;2.8
I2503;1/17/2026 10:28;U099;P010;TipInt004;Cyber Monday;Sydney, Australia;8;4.3
I2504;12/24/2025 17:50;U061;P051;TipInt006;Cyber Monday;New York, USA;4;4.9
I2505;1/15/2026 05:14;U085;P092;TipInt003;Holiday Sale;New York, USA;1;1.3
I2506;10/21/2025 23:39;U046;P025;TipInt005;Regular Day;Toronto, Canada;6;4.6
I2507;10/11/2025 14:35;U111;P021;TipInt003;Regular Day;Paris, France;4;3.7
I2508;12/01/2025 21:51;U122;P094;TipInt002;Holiday Sale;Sydney, Australia;9;4.6
I2509;1/02/2026 02:12;U046;P022;TipInt004;Spring Sale;Paris, France;1;3.9
I2510;12/10/2025 09:05;U144;P033;TipInt003;Regular Day;Sydney, Australia;8;3.7
I2511;10/26/2025 13:35;U102;P071;TipInt005;Black Friday;Toronto, Canada;6;1.2
I2512;12/15/2025 02:06;U039;P064;TipInt005;Regular Day;Berlin, Germany;5;2.5
I2513;12/29/2025 13:28;U116;P056;TipInt005;Regular Day;New York, USA;6;1.5
I2514;1/14/2026 17:29;U037;P040;TipInt003;Spring Sale;Berlin, Germany;9;1.1
I2515;10/27/2025 16:58;U060;P021;TipInt003;Regular Day;Sydney, Australia;10;4.7
I2516;1/26/2026 18:30;U108;P044;TipInt006;Spring Sale;Sydney, Australia;3;3
I2517;12/19/2025 03:23;U091;P066;TipInt005;Spring Sale;New York, USA;1;4.9
I2518;10/05/2025 08:52;U081;P070;TipInt002;Regular Day;Paris, France;8;2.7
I2519;9/30/2025 00:38;U103;P039;TipInt001;Regular Day;New York, USA;10;1.9
I2520;11/02/2025 18:59;U043;P097;TipInt002;Regular Day;London, UK;4;1.9
I2521;10/17/2025 21:06;U035;P019;TipInt004;Regular Day;Paris, France;10;1.2
I2522;10/17/2025 10:59;U106;P074;TipInt002;Spring Sale;London, UK;6;3.8
I2523;10/24/2025 12:23;U127;P090;TipInt006;Holiday Sale;London, UK;-;3.5
I2524;12/05/2025 05:43;U079;P094;TipInt005;Holiday Sale;Sydney, Australia;5;1.4
I2525;11/15/2025 11:33;U123;P050;TipInt002;Spring Sale;Sydney, Australia;2;1.1
I2526;1/02/2026 07:39;U020;P029;TipInt002;Cyber Monday;London, UK;7;1.1
I2527;1/20/2026 23:17;U133;P010;TipInt003;Holiday Sale;Toronto, Canada;10;2.6
I2528;11/28/2025 21:38;U100;P054;TipInt001;Black Friday;Paris, France;5;1.8
I2529;12/25/2025 21:21;U013;P058;TipInt001;Cyber Monday;Toronto, Canada;7;2.6
I2530;10/07/2025 15:52;U098;P045;TipInt004;Spring Sale;Berlin, Germany;3;2.7
I2531;11/23/2025 09:02;U004;P064;TipInt004;Spring Sale;Toronto, Canada;1;3.9
I2532;1/06/2026 17:00;U124;P049;TipInt006;Spring Sale;Paris, France;8;3.7
I2533;1/16/2026 00:46;U089;P040;TipInt003;Holiday Sale;Toronto, Canada;-;3.2
I2534;11/20/2025 21:50;U131;P090;TipInt001;Holiday Sale;Paris, France;10;1.8
I2535;10/27/2025 23:58;U149;P057;TipInt005;Black Friday;Toronto, Canada;4;4.4
I2536;11/08/2025 06:01;U135;P093;TipInt006;Spring Sale;Toronto, Canada;3;4.3
I2537;11/22/2025 16:58;U049;P029;TipInt001;Holiday Sale;Paris, France;3;2.2
I2538;1/20/2026 05:16;U048;P082;TipInt003;Spring Sale;London, UK;8;1.1
I2539;12/19/2025 12:14;U027;P047;TipInt006;Black Friday;Berlin, Germany;2;2
I2540;11/10/2025 12:29;U129;P002;TipInt005;Holiday Sale;New York, USA;6;4.4
I2541;11/16/2025 17:31;U014;P080;TipInt001;Holiday Sale;London, UK;5;3.2
I2542;12/23/2025 05:15;U005;P099;TipInt006;Black Friday;Paris, France;-;1.3
I2543;11/11/2025 12:23;U106;P048;TipInt006;Black Friday;Paris, France;8;2.2
I2544;12/04/2025 18:56;U008;P008;TipInt003;Black Friday;New York, USA;10;3
I2545;12/02/2025 17:46;U046;P098;TipInt005;Regular Day;Toronto, Canada;1;1
I2546;10/10/2025 17:05;U133;P058;TipInt002;Black Friday;Berlin, Germany;9;2.2
I2547;1/27/2026 00:55;U059;P025;TipInt004;Spring Sale;Berlin, Germany;5;1.6
I2548;12/07/2025 03:10;U040;P048;TipInt003;Cyber Monday;Berlin, Germany;8;2.4
I2549;12/06/2025 22:48;U062;P088;TipInt006;Black Friday;Berlin, Germany;6;4.1
I2550;10/14/2025 17:31;U099;P070;TipInt004;Holiday Sale;London, UK;7;3.9
I2551;10/22/2025 13:36;U094;P096;TipInt001;Black Friday;Berlin, Germany;8;1.8
I2552;11/11/2025 21:03;U146;P087;TipInt002;Cyber Monday;Paris, France;8;3.7
I2553;12/20/2025 00:04;U069;P088;TipInt001;Spring Sale;Paris, France;3;4.2
I2554;11/19/2025 12:55;U127;P083;TipInt001;Holiday Sale;New York, USA;3;3.2
I2555;1/12/2026 11:32;U040;P035;TipInt001;Spring Sale;Sydney, Australia;8;3.9
I2556;1/07/2026 11:55;U048;P020;TipInt001;Holiday Sale;New York, USA;5;1.5
I2557;10/31/2025 10:41;U029;P083;TipInt001;Black Friday;Berlin, Germany;-;4.2
I2558;1/28/2026 13:32;U025;P024;TipInt003;Regular Day;Berlin, Germany;3;3.8
I2559;1/21/2026 13:31;U103;P007;TipInt005;Cyber Monday;Berlin, Germany;5;4.5
I2560;1/31/2026 07:25;U014;P054;TipInt005;Regular Day;Sydney, Australia;10;2.9
I2561;11/25/2025 18:27;U114;P003;TipInt002;Black Friday;New York, USA;4;4.6
I2562;10/18/2025 04:10;U082;P083;TipInt006;Regular Day;New York, USA;4;3.4
I2563;12/24/2025 12:25;U119;P044;TipInt002;Black Friday;London, UK;10;4.3
I2564;11/22/2025 14:44;U017;P034;TipInt005;Cyber Monday;Toronto, Canada;3;3.4
I2565;1/20/2026 08:51;U139;P026;TipInt005;Black Friday;Berlin, Germany;2;3.1
I2566;12/21/2025 00:04;U013;P014;TipInt001;Spring Sale;Berlin, Germany;5;1.9
I2567;10/21/2025 23:16;U033;P034;TipInt005;Spring Sale;Paris, France;2;3.4
I2568;1/21/2026 00:41;U123;P048;TipInt006;Black Friday;Paris, France;5;1.9
I2569;9/30/2025 02:56;U142;P059;TipInt001;Cyber Monday;New York, USA;10;3.3
I2570;1/09/2026 17:58;U027;P062;TipInt004;Cyber Monday;New York, USA;5;4.8
I2571;12/13/2025 23:09;U079;P005;TipInt002;Holiday Sale;Toronto, Canada;1;3.5
I2572;1/29/2026 08:35;U102;P030;TipInt005;Spring Sale;Berlin, Germany;5;3.2
I2573;12/19/2025 21:11;U085;P035;TipInt002;Black Friday;Sydney, Australia;6;1.3
I2574;12/07/2025 04:29;U011;P015;TipInt005;Spring Sale;Toronto, Canada;7;3.5
I2575;12/23/2025 09:13;U038;P070;TipInt006;Cyber Monday;New York, USA;9;3
I2576;1/11/2026 21:24;U016;P052;TipInt006;Spring Sale;Berlin, Germany;-;1.2
I2577;9/29/2025 14:48;U092;P097;TipInt002;Holiday Sale;Sydney, Australia;1;4.3
I2578;10/17/2025 16:26;U050;P069;TipInt006;Cyber Monday;London, UK;9;4.1
I2579;12/03/2025 17:35;U108;P034;TipInt003;Spring Sale;Toronto, Canada;8;4.9
I2580;10/13/2025 00:27;U066;P079;TipInt005;Holiday Sale;Sydney, Australia;10;4.2
I2581;10/11/2025 16:12;U040;P063;TipInt004;Holiday Sale;London, UK;9;2.1
I2582;9/30/2025 22:19;U030;P041;TipInt005;Cyber Monday;London, UK;5;4.4
I2583;12/24/2025 12:58;U107;P041;TipInt002;Spring Sale;Berlin, Germany;7;4.3
I2584;1/18/2026 06:17;U115;P042;TipInt003;Cyber Monday;Sydney, Australia;-;2.4
I2585;1/26/2026 06:33;U139;P030;TipInt004;Holiday Sale;London, UK;6;3
I2586;12/27/2025 03:40;U110;P090;TipInt005;Holiday Sale;New York, USA;3;3.7
I2587;12/08/2025 03:08;U040;P085;TipInt003;Spring Sale;Sydney, Australia;8;3.5
I2588;10/26/2025 00:01;U135;P045;TipInt002;Cyber Monday;London, UK;9;4
I2589;11/26/2025 00:45;U075;P030;TipInt005;Regular Day;New York, USA;9;4
I2590;11/22/2025 09:39;U070;P048;TipInt002;Holiday Sale;Sydney, Australia;6;2.1
I2591;11/22/2025 04:06;U071;P076;TipInt005;Holiday Sale;Toronto, Canada;3;3
I2592;1/01/2026 11:54;U074;P087;TipInt002;Cyber Monday;Toronto, Canada;5;3
I2593;1/31/2026 23:53;U067;P044;TipInt003;Regular Day;Sydney, Australia;2;2.5
I2594;1/15/2026 22:25;U150;P021;TipInt004;Black Friday;Paris, France;1;3.3
I2595;12/26/2025 12:12;U102;P003;TipInt006;Holiday Sale;New York, USA;8;2.1
I2596;11/25/2025 10:53;U018;P043;TipInt001;Holiday Sale;Toronto, Canada;10;4.6
I2597;10/31/2025 19:40;U095;P032;TipInt001;Holiday Sale;Toronto, Canada;7;3.1
I2598;12/05/2025 20:36;U023;P002;TipInt005;Spring Sale;Paris, France;7;4.2
I2599;1/16/2026 02:00;U018;P071;TipInt003;Cyber Monday;Berlin, Germany;-;1.9
I2600;10/24/2025 00:59;U003;P068;TipInt002;Holiday Sale;Sydney, Australia;5;1.3
I2601;1/13/2026 05:55;U070;P057;TipInt005;Cyber Monday;Sydney, Australia;9;3.4
I2602;12/06/2025 03:53;U011;P015;TipInt004;Regular Day;London, UK;10;4.5
I2603;10/26/2025 09:18;U093;P006;TipInt001;Black Friday;Paris, France;6;2
I2604;1/23/2026 10:08;U072;P030;TipInt005;Black Friday;Berlin, Germany;1;4.6
I2605;1/13/2026 05:04;U150;P008;TipInt005;Black Friday;Paris, France;4;2.2
I2606;12/20/2025 08:37;U144;P094;TipInt004;Holiday Sale;London, UK;3;2.7
I2607;12/21/2025 16:25;U115;P042;TipInt001;Holiday Sale;London, UK;5;2.1
I2608;1/20/2026 23:47;U022;P025;TipInt004;Regular Day;Paris, France;1;3.2
I2609;12/06/2025 08:41;U042;P015;TipInt005;Holiday Sale;Paris, France;-;2.5
I2610;11/04/2025 19:16;U001;P050;TipInt006;Holiday Sale;Toronto, Canada;7;4.3
I2611;10/27/2025 02:02;U146;P010;TipInt001;Holiday Sale;New York, USA;7;3.1
I2612;11/12/2025 10:29;U024;P026;TipInt005;Cyber Monday;Toronto, Canada;6;4.4
I2613;12/02/2025 13:15;U111;P009;TipInt002;Holiday Sale;New York, USA;10;3.1
I2614;10/31/2025 08:04;U086;P069;TipInt006;Cyber Monday;London, UK;1;2.3
I2615;11/14/2025 02:54;U025;P079;TipInt005;Holiday Sale;London, UK;10;1.2
I2616;11/15/2025 05:37;U035;P063;TipInt002;Spring Sale;Berlin, Germany;5;3.8
I2617;10/27/2025 08:51;U133;P037;TipInt001;Black Friday;New York, USA;1;3.8
I2618;11/14/2025 07:09;U121;P060;TipInt005;Regular Day;Sydney, Australia;10;1.1
I2619;11/18/2025 10:38;U043;P048;TipInt001;Spring Sale;Paris, France;1;2.5
I2620;12/24/2025 10:02;U150;P090;TipInt001;Black Friday;New York, USA;1;4.2
I2621;1/21/2026 08:47;U083;P069;TipInt001;Regular Day;New York, USA;2;4.3
I2622;11/15/2025 04:46;U046;P054;TipInt003;Cyber Monday;Sydney, Australia;10;1
I2623;1/10/2026 01:05;U072;P018;TipInt003;Black Friday;New York, USA;2;3.6
I2624;10/22/2025 20:52;U051;P006;TipInt001;Regular Day;London, UK;3;2.8
I2625;12/29/2025 14:34;U047;P085;TipInt003;Spring Sale;Sydney, Australia;4;1.2
I2626;1/20/2026 00:17;U029;P052;TipInt005;Holiday Sale;London, UK;10;4.8
I2627;1/26/2026 03:09;U032;P008;TipInt005;Spring Sale;Toronto, Canada;4;2.7
I2628;10/26/2025 23:56;U062;P077;TipInt003;Spring Sale;Toronto, Canada;3;2.9
I2629;1/01/2026 13:31;U034;P013;TipInt001;Spring Sale;Paris, France;4;3.6
I2630;12/20/2025 07:42;U080;P089;TipInt001;Spring Sale;Sydney, Australia;10;2.8
I2631;1/27/2026 05:05;U092;P093;TipInt002;Black Friday;London, UK;-;2.3
I2632;12/19/2025 06:03;U082;P071;TipInt001;Holiday Sale;Berlin, Germany;4;1.2
I2633;10/28/2025 11:06;U036;P075;TipInt005;Cyber Monday;Sydney, Australia;8;3.1
I2634;1/25/2026 07:49;U095;P055;TipInt002;Holiday Sale;Paris, France;8;3.6
I2635;1/26/2026 20:58;U086;P079;TipInt002;Black Friday;Berlin, Germany;10;1.2
I2636;10/02/2025 10:52;U088;P064;TipInt003;Spring Sale;Sydney, Australia;2;2.3
I2637;12/11/2025 07:49;U109;P091;TipInt003;Regular Day;Berlin, Germany;7;3
